"","type","by","post_id","post_link","post_message","picture","full_picture","link","link_domain","post_published","post_published_unix","post_published_sql","likes_count_fb","comments_count_fb","reactions_count_fb","shares_count_fb","engagement_fb","source"
"1031","video","post_page_153080620724","153080620724_10157341862270725","https://www.facebook.com/153080620724/posts/10157341862270725","ARRIVING IN CLEVELAND NOW!!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13697381_10157341934705725_2133664758_n.jpg?oh=f52cbfd0bd940a2ef4f9fd3729cc9670&oe=5A987E49","https://scontent.xx.fbcdn.net/v/t15.0-10/13697381_10157341934705725_2133664758_n.jpg?oh=82a6adf2041a72ba62d0a162c3572741&oe=5A968493","https://www.facebook.com/DonaldTrump/videos/10157341862270725/","facebook.com","2016-07-20T18:06:48+0000",1469038008,"2016-07-20 20:06:48",87024,49505,113861,8208,171574,"Donald Trump"
"1032","video","post_page_153080620724","153080620724_10157339746325725","https://www.facebook.com/153080620724/posts/10157339746325725","Good morning America! This is a MOVEMENT- and WE are going to MAKE AMERICA SAFE AND GREAT AGAIN- starting in January 2017!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13723117_10157339754600725_751034381_n.jpg?oh=b9e1c64e61a15be45b711452dac81cbe&oe=5AD2FA73","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13723117_10157339754600725_751034381_n.jpg?oh=22e77ea4da14f29339503fe198785a9a&oe=5A9737A3","https://www.facebook.com/DonaldTrump/videos/10157339746325725/","facebook.com","2016-07-20T12:00:00+0000",1469016000,"2016-07-20 14:00:00",63942,5514,70036,11717,87267,"Donald Trump"
"1033","photo","post_page_153080620724","153080620724_10157339135465725","https://www.facebook.com/153080620724/posts/10157339135465725","Join us at the 2016 GOP Convention! Check back frequently for photo updates in this album  as we share history in the making with you! Lets MAKE AMERICA SAFE AND GREAT AGAIN!","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13813661_10157334903245725_7577606826659544681_n.jpg?oh=31c3bce97bf258ea855a452e49bbe404&oe=5AA6842B","https://scontent.xx.fbcdn.net/v/t1.0-9/13813661_10157334903245725_7577606826659544681_n.jpg?oh=63bdba325eb03aa163bf3bc4854990ec&oe=5A97D9CD","https://www.facebook.com/DonaldTrump/photos/a.10157330176990725.1073741834.153080620724/10157334903245725/?type=3","facebook.com","2016-07-20T05:05:06+0000",1468991106,"2016-07-20 07:05:06",5453,374,5809,5170,11353,"Donald Trump"
"1034","video","post_page_153080620724","153080620724_10157338882250725","https://www.facebook.com/153080620724/posts/10157338882250725","Proud of you Donald Trump Jr. - you were great! Keep up the incredible work at the Trump Org. Because of you  Ivanka  Eric  and Tiffany - I have this opportunity to give back. It is time to MAKE AMERICA SAFE AND GREAT AGAIN!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13700429_10157338887625725_1875560621_n.jpg?oh=ea8192eaffe776e8104aa6fefa2e430d&oe=5A991782","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13700429_10157338887625725_1875560621_n.jpg?oh=4c1b47d1be7a44390bb8e94817934a23&oe=5AA01456","https://www.facebook.com/DonaldTrump/videos/10157338882250725/","facebook.com","2016-07-20T03:25:53+0000",1468985153,"2016-07-20 05:25:53",123648,9273,134929,14513,158715,"Donald Trump"
"1035","video","post_page_153080620724","153080620724_10157338696710725","https://www.facebook.com/153080620724/posts/10157338696710725","GREAT JOB TIFFANY! So proud of you- love you!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13700265_10157338698930725_1507945076_n.jpg?oh=5001a782a1b7851b28eec536c67d7583&oe=5AA1F219","https://scontent.xx.fbcdn.net/v/t15.0-10/13700265_10157338698930725_1507945076_n.jpg?oh=48a8d053190fb10bf3c5a51edc0375b9&oe=5AA1CBD4","https://www.facebook.com/DonaldTrump/videos/10157338696710725/","facebook.com","2016-07-20T02:26:26+0000",1468981586,"2016-07-20 04:26:26",96245,7061,104682,6291,118034,"Donald Trump"
"1036","video","post_page_153080620724","153080620724_10157338609785725","https://www.facebook.com/153080620724/posts/10157338609785725","THANK YOU AMERICA! I LOVE YOU! -DJT","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13723087_10157338615465725_1120058902_n.jpg?oh=31abe66cea393b8e6b2c4bb527ab9a98&oe=5A8EDDAE","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13723087_10157338615465725_1120058902_n.jpg?oh=4b3c7115fbaf689081d223ae6593deb6&oe=5AA9197A","https://www.facebook.com/DonaldTrump/videos/10157338609785725/","facebook.com","2016-07-20T02:06:28+0000",1468980388,"2016-07-20 04:06:28",112445,7074,124297,14355,145726,"Donald Trump"
"1037","video","post_page_153080620724","153080620724_10157338262150725","https://www.facebook.com/153080620724/posts/10157338262150725","I am in New York City - watching history unfold. This is a MOVEMENT to MAKE AMERICA SAFE AND GREAT AGAIN! I love the United States of America - and am forever grateful for your support!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13700508_10157338269850725_1125571468_n.jpg?oh=a8feefad0d95f2272697d14234905ce2&oe=5A9DE2CC","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13700508_10157338269850725_1125571468_n.jpg?oh=ee2f7814cb3bcec20a0c60642400a208&oe=5A9AE418","https://www.facebook.com/DonaldTrump/videos/10157338262150725/","facebook.com","2016-07-20T00:28:47+0000",1468974527,"2016-07-20 02:28:47",118345,5292,129998,14497,149787,"Donald Trump"
"1038","video","post_page_153080620724","153080620724_10157337952870725","https://www.facebook.com/153080620724/posts/10157337952870725","#RNCinCLE #TrumpTrain2016","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13700325_10157338003375725_1035995907_n.jpg?oh=3cac35e88739069dc18f48f550372cec&oe=5AD2DCCD","https://scontent.xx.fbcdn.net/v/t15.0-10/13700325_10157338003375725_1035995907_n.jpg?oh=f3623536326bba9c799bf4dd8a523bb5&oe=5AD55417","https://www.facebook.com/DonaldTrump/videos/10157337952870725/","facebook.com","2016-07-19T23:03:00+0000",1468969380,"2016-07-20 01:03:00",59751,26107,78086,4470,108663,"Donald Trump"
"1039","video","post_page_153080620724","153080620724_10157336569730725","https://www.facebook.com/153080620724/posts/10157336569730725","Make America Safe Again!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13723332_10157336574740725_11913928_n.jpg?oh=149559efb71106098ec00ead96cfc617&oe=5A9BFC4E","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13723332_10157336574740725_11913928_n.jpg?oh=a9579fa0c8f90940d0d1eedcb4387580&oe=5AA36132","https://www.facebook.com/DonaldTrump/videos/10157336569730725/","facebook.com","2016-07-19T20:30:00+0000",1468960200,"2016-07-19 22:30:00",60846,3774,65628,11849,81251,"Donald Trump"
"1040","video","post_page_153080620724","153080620724_10157336067610725","https://www.facebook.com/153080620724/posts/10157336067610725","Our jobs have been destroyed! I am about creating JOBS and nobody can do it like me. #MakeAmericaWorkAgain","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13722584_10157336085020725_69484624_n.jpg?oh=ae4bc076e02de97f981c04249680b48f&oe=5A97A1A2","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13722584_10157336085020725_69484624_n.jpg?oh=ff21042921cf0db65eb04f3398af9463&oe=5A8E7FDE","https://www.facebook.com/DonaldTrump/videos/10157336067610725/","facebook.com","2016-07-19T18:00:00+0000",1468951200,"2016-07-19 20:00:00",30881,4939,33408,3474,41821,"Donald Trump"
"1041","video","post_page_153080620724","153080620724_10157336134145725","https://www.facebook.com/153080620724/posts/10157336134145725"," We are going to elect Donald Trump President and turn this country around. We need strong leadership!  - Bob Dole","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13700408_10157336165920725_1530083538_n.jpg?oh=8f84555dd02abab440314c6cc8d97f2e&oe=5A8D7233","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13700408_10157336165920725_1530083538_n.jpg?oh=027fa6690d618cc15e45adf5a3d944f3&oe=5AD748E7","https://www.facebook.com/DonaldTrump/videos/10157336134145725/","facebook.com","2016-07-19T17:30:00+0000",1468949400,"2016-07-19 19:30:00",120008,4837,127416,12900,145153,"Donald Trump"
"1042","video","post_page_153080620724","153080620724_10157336054015725","https://www.facebook.com/153080620724/posts/10157336054015725","I ve created tens of thousands of jobs and I m really good at it. As President  I WILL get America back to work! #MakeAmericaWorkAgain","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13700319_10157336061750725_143240134_n.jpg?oh=8c3648f6f538fa63b72f296164ba5ecb&oe=5A8ADC29","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13700319_10157336061750725_143240134_n.jpg?oh=5a7e7978295d5518c8aa7ea2f6ffd36a&oe=5A9A33F9","https://www.facebook.com/DonaldTrump/videos/10157336054015725/","facebook.com","2016-07-19T17:00:00+0000",1468947600,"2016-07-19 19:00:00",42041,3384,44953,4306,52643,"Donald Trump"
"1043","video","post_page_153080620724","153080620724_10157335813465725","https://www.facebook.com/153080620724/posts/10157335813465725","I believe in making the best deals for America. NAFTA was a horrible deal! I want to make great deals that will keep jobs here and employ millions of Americans. We MUST get America back to work! #MakeAmericaWorkAgain","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13700287_10157335825325725_864484596_n.jpg?oh=a7c70753160c40963ad866ecd0a9082f&oe=5A8BD315","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13700287_10157335825325725_864484596_n.jpg?oh=afdb5ef25eeaed92e38028097cf9e444&oe=5AD4EAC5","https://www.facebook.com/DonaldTrump/videos/10157335813465725/","facebook.com","2016-07-19T15:52:47+0000",1468943567,"2016-07-19 17:52:47",37148,3317,39542,6255,49114,"Donald Trump"
"1044","video","post_page_153080620724","153080620724_10157332607440725","https://www.facebook.com/153080620724/posts/10157332607440725","Join me behind the scenes at the 2016 GOP Convention -- as I introduce our next First Lady of the United States of America  Melania Trump! #MakeAmericaSafeAgain","https://scontent.xx.fbcdn.net/v/l/t15.0-10/s130x130/13722564_10157332651510725_49362595_n.jpg?oh=80cfabc57aff0c74242e5a26dfb02df4&oe=5AD3A3B9","https://scontent.xx.fbcdn.net/v/l/t15.0-10/s720x720/13722564_10157332651510725_49362595_n.jpg?oh=ddd9b96c0c6a0aede767a3bbcd10b9eb&oe=5AA567C5","https://www.facebook.com/DonaldTrump/videos/10157332607440725/","facebook.com","2016-07-19T03:50:22+0000",1468900222,"2016-07-19 05:50:22",36765,7883,41442,3116,52441,"Donald Trump"
"1045","video","post_page_153080620724","153080620724_10157332477125725","https://www.facebook.com/153080620724/posts/10157332477125725","Very proud of our next First Lady Melania Trump! #MakeAmericaSafeAgain","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13697566_10157332484100725_1763955004_n.jpg?oh=30d909538803f1c9eaa3eb49b65033ab&oe=5A8F3B63","https://scontent.xx.fbcdn.net/v/t15.0-10/13697566_10157332484100725_1763955004_n.jpg?oh=239b120830a921e7abbb9e5e582539c8&oe=5AA131AE","https://www.facebook.com/DonaldTrump/videos/10157332477125725/","facebook.com","2016-07-19T03:09:08+0000",1468897748,"2016-07-19 05:09:08",188718,31045,213124,30820,274989,"Donald Trump"
"1046","photo","post_page_153080620724","153080620724_10157332254840725","https://www.facebook.com/153080620724/posts/10157332254840725","We are back stage - and Melania Trump is up next! #MakeAmericaSafeAgain","https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/13692654_10157332254840725_2615263051547551072_n.jpg?oh=22473095071b30d9a2ac0ea59fd6113b&oe=5A9B24AF","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/13710505_10157332254840725_2615263051547551072_o.jpg?oh=c26553acf38558791198a6cb5aa77c2d&oe=5AA67E47","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10157332254840725/?type=3","facebook.com","2016-07-19T02:16:16+0000",1468894576,"2016-07-19 04:16:16",67279,7302,72158,1188,80648,"Donald Trump"
"1047","video","post_page_153080620724","153080620724_10157332128330725","https://www.facebook.com/153080620724/posts/10157332128330725","Marcus Luttrell is a true American hero! Thank you for your support. #MakeAmericaSafeAgain","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13722531_10157332136810725_1512269763_n.jpg?oh=d1f3d1041a620d73edd2477020e50ea5&oe=5A8E5135","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13722531_10157332136810725_1512269763_n.jpg?oh=6ac17ad62537618bad3f3be56df1f14d&oe=5AD633E1","https://www.facebook.com/DonaldTrump/videos/10157332128330725/","facebook.com","2016-07-19T01:44:56+0000",1468892696,"2016-07-19 03:44:56",155900,5490,168410,32756,206656,"Donald Trump"
"1048","video","post_page_153080620724","153080620724_10157330897815725","https://www.facebook.com/153080620724/posts/10157330897815725","We are going to get rid of ISIS! America needs real leadership. #MakeAmericaSafeAgain","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13697340_10157330929880725_1610449094_n.jpg?oh=229aff7525b09af4d83865d338c0667c&oe=5AA8FBFD","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13697340_10157330929880725_1610449094_n.jpg?oh=76a70ac33a76f0b39bddf163c0867a9c&oe=5A8F0129","https://www.facebook.com/DonaldTrump/videos/10157330897815725/","facebook.com","2016-07-18T20:54:32+0000",1468875272,"2016-07-18 22:54:32",72097,5955,77404,13859,97218,"Donald Trump"
"1049","video","post_page_153080620724","153080620724_10157328968795725","https://www.facebook.com/153080620724/posts/10157328968795725","MAKE AMERICA SAFE AND GREAT AGAIN!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13723208_10157329249000725_1327454820_n.jpg?oh=e6621e082c0d95a759508089548f4a03&oe=5AD7339D","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13723208_10157329249000725_1327454820_n.jpg?oh=37c6623b878d4c5a7f0c39eb561eb2da&oe=5A92B349","https://www.facebook.com/DonaldTrump/videos/10157328968795725/","facebook.com","2016-07-18T13:52:09+0000",1468849929,"2016-07-18 15:52:09",55128,5521,59789,13368,78678,"Donald Trump"
"1050","video","post_page_153080620724","153080620724_10157318319975725","https://www.facebook.com/153080620724/posts/10157318319975725","Mike Pence is exactly the VP I need by my side. He was my first choice to help me Make America Great Again! #AmericaFirst #WeAreWithYou  Donate Now: https://secure.donaldjtrump.com/vp-announcement?utm_campaign=djt_direct_vp-announce_djt&utm_medium=social&utm_source=djt_facebook","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13697571_10157318324930725_267124825_n.jpg?oh=15195837cf3c97295636e455b5764481&oe=5A90D121","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13697571_10157318324930725_267124825_n.jpg?oh=6e5d3632ac61877f0765fa7b5cf6ef7a&oe=5A9792F1","https://www.facebook.com/DonaldTrump/videos/10157318319975725/","facebook.com","2016-07-16T15:18:19+0000",1468682299,"2016-07-16 17:18:19",45256,5676,49173,8500,63349,"Donald Trump"
"1051","video","post_page_153080620724","153080620724_10157309144940725","https://www.facebook.com/153080620724/posts/10157309144940725","CROOKED HILLARY NO!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13700349_10157309150310725_120253361_n.jpg?oh=91d7a5a7bc9e46287b455848515ccf9c&oe=5A96D4C5","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13700349_10157309150310725_120253361_n.jpg?oh=0e2e3f394be12fba371dec6330be411a&oe=5A9FEB15","https://www.facebook.com/DonaldTrump/videos/10157309144940725/","facebook.com","2016-07-14T20:36:55+0000",1468528615,"2016-07-14 22:36:55",185258,78136,243455,190658,512249,"Donald Trump"
"1052","photo","post_page_153080620724","153080620724_10157306644885725","https://www.facebook.com/153080620724/posts/10157306644885725","Good morning America! Thank you Florida  Ohio  and Pennsylvania. While I may be the outsider  I can assure you - if given the opportunity to be your next POTUS -- I will not let you down! -DJT","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13620141_10157306644885725_8073535237217008689_n.jpg?oh=ce1138b7229b109c0985b853afe8f31a&oe=5A9891FD","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13620141_10157306644885725_8073535237217008689_n.jpg?oh=b2cdaa5f795c47dd7884fb51a046e5b8&oe=5A8B01F0","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10157306644885725/?type=3","facebook.com","2016-07-14T10:40:41+0000",1468492841,"2016-07-14 12:40:41",111897,8403,120551,12824,141778,"Donald Trump"
"1053","video","post_page_153080620724","153080620724_10157296902560725","https://www.facebook.com/153080620724/posts/10157296902560725","Bernie Sanders has totally sold out to Crooked Hillary Clinton. #CrookedHillary","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13670425_10157296913460725_1196782109_n.jpg?oh=50d638eb438c4dc98a1f9785e69151ab&oe=5AA47F9D","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13670425_10157296913460725_1196782109_n.jpg?oh=fe0e00fc03c84f7b2d78500b5d85355d&oe=5A8B7649","https://www.facebook.com/DonaldTrump/videos/10157296902560725/","facebook.com","2016-07-12T15:28:14+0000",1468337294,"2016-07-12 17:28:14",79641,17887,93972,86812,198671,"Donald Trump"
"1054","video","post_page_153080620724","153080620724_10157293519100725","https://www.facebook.com/153080620724/posts/10157293519100725","We made a promise to these heroes. Veterans defend America  and America will defend you. #MakeAmericaGreatAgain","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13670944_10157293571860725_960030983_n.jpg?oh=7b08a90638a45c8ffe4af0868bd686da&oe=5A976FFD","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13670944_10157293571860725_960030983_n.jpg?oh=cd8ba67acb169324e52686483e657525&oe=5A90862D","https://www.facebook.com/DonaldTrump/videos/10157293519100725/","facebook.com","2016-07-11T21:30:00+0000",1468272600,"2016-07-11 23:30:00",56350,4450,60611,9847,74908,"Donald Trump"
"1055","photo","post_page_153080620724","153080620724_10157292712425725","https://www.facebook.com/153080620724/posts/10157292712425725","#7. We are going to stop giving bonuses to people for wasting money...  #VeteranReform","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13592713_10157292712425725_7085218620677766212_n.jpg?oh=fe1f8e315d1c7bd7103ac63d74b7d729&oe=5A8E15D2","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13592713_10157292712425725_7085218620677766212_n.jpg?oh=28e5c3fa216d215f8a3405431e977b10&oe=5A9568DF","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10157292712425725/?type=3","facebook.com","2016-07-11T19:30:05+0000",1468265405,"2016-07-11 21:30:05",53826,2070,57138,7040,66248,"Donald Trump"
